accession_id,obs_unit_id,CL,DTF1,DTF2,DTF3,Diameter,Length,RBN,RL
9476,21874,12.0,106.3333333,114.6666667,126.3333333,14.0,48.33333333,4.333333333,55.0
9503,21875,7.25,43.75,49.25,53.5,15.66666667,41.66666667,6.666666667,29.75
9506,21876,12.0,57.75,61.25,69.0,12.0,34.0,5.0,47.25
9507,21877,8.666666667,37.5,41.0,46.66666667,14.0,47.0,2.0,25.33333333
9508,21878,8.666666667,48.75,53.5,60.66666667,12.0,26.0,2.5,45.0
9509,21879,8.75,49.25,52.25,59.0,22.0,50.0,3.0,39.5
9511,21880,9.5,45.75,50.0,55.0,15.5,45.5,7.5,34.75
9512,21881,5.5,30.25,34.5,40.25,14.5,44.0,6.666666667,15.0
9515,21882,7.25,40.25,45.0,51.25,14.0,50.5,5.0,27.0
9517,21883,4.0,25.5,29.5,35.75,21.0,51.0,3.0,9.75
9518,21884,16.66666667,73.75,78.5,87.5,18.0,41.0,5.5,54.66666667
9519,21885,9.5,57.0,61.0,64.5,13.0,46.5,8.0,42.5
9521,21886,9.0,59.25,62.5,68.0,18.5,46.0,6.5,36.75
9523,21887,13.75,70.5,75.25,84.66666667,22.5,35.5,6.0,49.75
9524,21888,14.66666667,87.0,91.33333333,99.66666667,15.0,47.5,6.5,76.0
9526,21889,10.5,44.75,49.5,56.33333333,21.0,45.0,6.0,40.5
9527,21890,14.25,67.0,72.5,76.5,14.0,50.5,2.5,55.0
9528,21891,9.0,70.0,74.5,89.5,17.33333333,41.66666667,8.5,41.0
9529,21892,6.75,55.0,58.75,63.0,17.0,35.5,1.5,43.25
9530,21893,8.0,100.5,105.5,123.0,17.0,34.0,7.0,55.0
9531,21894,14.0,81.25,85.25,92.0,17.0,33.0,9.0,52.75
9535,21895,16.0,78.0,82.5,89.0,17.66666667,44.66666667,6.0,69.0
9536,21896,15.33333333,90.0,95.0,103.0,16.5,56.0,7.5,54.0
9539,21897,11.25,76.25,80.75,91.25,12.0,42.5,2.0,38.25
9542,21898,14.0,91.75,96.75,107.25,22.0,25.0,7.5,50.25
9543,21899,9.666666667,81.0,86.0,89.66666667,18.5,31.0,9.0,42.33333333
9545,21900,7.0,96.66666667,101.0,101.0,20.33333333,50.0,11.0,35.0
9546,21901,,,,,,48.0,9.5,
9548,21902,,131.5,132.0,,18.0,40.0,6.0,
9549,21903,13.0,82.0,86.5,106.6666667,16.0,45.5,10.0,36.0
9555,21904,7.333333333,88.0,92.75,100.0,24.0,48.0,6.0,54.0
9556,21905,6.0,53.5,61.66666667,65.0,,49.5,8.5,34.25
9557,21906,,99.0,104.0,112.0,12.0,17.0,2.0,
9558,21907,11.66666667,105.0,110.75,114.6666667,14.0,20.0,5.0,75.0
9560,21908,9.25,42.75,47.75,53.75,14.0,51.0,9.0,33.5
9561,21909,9.0,104.0,110.0,92.0,19.5,52.0,3.0,50.0
9562,21910,12.75,67.75,74.0,83.5,21.0,52.5,5.5,37.75
9564,21911,,,,,19.0,39.0,0.0,
9567,21912,10.0,88.5,95.0,103.5,18.0,29.5,6.666666667,71.0
9573,21913,7.666666667,51.66666667,55.0,60.0,11.0,39.66666667,6.333333333,41.0
9576,21914,16.5,101.0,108.0,106.5,13.66666667,41.66666667,4.666666667,52.0
9581,21915,10.0,108.5,112.0,118.5,17.5,31.5,2.0,
9582,21916,11.0,81.75,86.0,93.75,17.5,36.5,3.5,57.25
9585,21917,2.5,23.5,26.5,32.0,23.0,30.0,0.0,7.5
9586,21918,,104.0,112.0,,18.0,47.0,6.5,
9590,21919,4.5,25.25,30.0,50.5,19.0,53.0,4.0,12.5
9591,21920,5.5,32.5,39.25,46.0,14.0,35.0,1.0,19.25
9593,21921,16.0,87.75,92.0,109.0,16.5,56.5,1.5,65.66666667
9597,21922,7.0,51.0,55.0,60.66666667,20.33333333,40.0,3.0,41.66666667
9598,21923,5.0,80.0,84.33333333,91.0,18.0,38.33333333,7.333333333,42.0
9599,21924,14.0,79.66666667,81.75,90.25,17.0,28.5,7.0,53.33333333
9600,21925,8.0,45.0,59.0,73.0,8.0,42.0,4.0,16.0
9602,21926,10.66666667,62.0,66.75,75.33333333,,29.0,4.0,47.25
9606,21927,4.0,30.5,35.0,41.0,16.33333333,44.0,4.666666667,15.5
9608,21928,8.75,35.5,40.25,45.25,13.0,38.0,0.0,19.5
9609,21929,6.75,39.75,45.25,51.0,,28.0,2.5,21.5
9610,21930,14.0,57.5,62.0,69.5,19.0,46.33333333,6.666666667,30.75
9611,21931,8.75,63.5,67.5,68.0,12.0,39.33333333,6.0,39.5
9613,21932,16.5,62.66666667,67.66666667,71.66666667,15.0,41.33333333,3.333333333,47.0
9615,21933,8.75,75.25,79.5,86.0,16.66666667,52.33333333,7.0,34.0
9616,21934,11.66666667,95.75,102.25,110.75,11.0,47.0,0.0,43.5
9617,21935,10.5,54.75,57.5,66.0,16.66666667,38.0,2.0,35.75
9619,21936,6.5,71.0,77.0,83.0,11.0,45.33333333,3.0,42.5
9620,21937,9.0,60.75,64.5,74.33333333,12.0,42.0,1.0,43.25
9621,21938,9.75,72.5,76.75,90.5,18.0,45.0,0.0,39.5
9622,21939,9.0,70.66666667,74.66666667,81.66666667,15.5,58.0,4.0,43.0
9624,21940,7.666666667,68.33333333,61.66666667,74.33333333,,60.0,4.0,33.33333333
9625,21941,8.5,90.5,95.0,101.5,6.0,30.5,2.0,41.0
9628,21942,7.0,56.0,60.0,69.25,12.5,57.0,3.666666667,31.5
9630,21943,6.75,67.25,72.0,79.5,15.0,49.66666667,3.666666667,32.0
9631,21944,26.0,125.5,128.5,140.0,10.0,60.5,4.0,
9632,21945,8.0,79.0,83.33333333,90.33333333,9.0,49.0,3.5,43.33333333
9636,21946,14.0,103.6666667,112.3333333,141.0,12.0,42.0,5.666666667,
9637,21947,6.75,67.25,71.75,82.5,10.0,36.0,0.0,28.5
9639,21948,5.75,64.0,68.5,73.25,8.0,43.5,0.0,35.5
9640,21949,8.5,70.0,75.0,80.75,13.0,66.0,5.0,45.0
9641,21950,7.0,74.33333333,81.0,87.66666667,13.0,51.66666667,5.0,41.0
9642,21951,10.0,74.25,79.0,86.0,18.0,45.5,0.0,41.75
9644,21952,14.75,56.5,64.5,69.0,13.0,45.0,0.0,48.5
9645,21953,11.0,57.25,62.75,66.25,16.5,21.5,0.0,61.25
9646,21954,11.5,40.75,46.25,55.25,12.66666667,45.66666667,6.333333333,40.75
9647,21955,7.0,47.0,50.5,55.0,17.66666667,38.66666667,0.0,27.0
9648,21956,10.5,52.5,55.5,61.0,18.0,34.0,11.0,37.5
9649,21957,10.75,57.5,62.0,67.25,21.66666667,45.33333333,8.666666667,40.5
9651,21958,9.333333333,39.66666667,43.66666667,49.66666667,17.0,60.33333333,2.666666667,32.33333333
9653,21959,7.25,43.25,47.0,52.5,23.0,48.5,7.5,22.25
9655,21960,14.0,61.0,64.33333333,71.66666667,18.33333333,43.66666667,1.333333333,40.0
9656,21961,13.66666667,75.66666667,80.66666667,89.0,15.33333333,40.0,2.333333333,42.33333333
9657,21962,6.5,38.33333333,42.5,48.0,14.5,43.5,10.0,25.0
9659,21963,12.0,56.0,59.66666667,66.66666667,,47.0,11.0,49.0
9660,21964,4.5,31.0,35.75,40.0,17.5,44.66666667,1.333333333,19.0
9661,21965,5.333333333,33.0,35.66666667,42.0,13.0,49.5,1.0,19.33333333
9663,21966,14.33333333,61.33333333,64.66666667,69.33333333,13.0,50.5,7.0,48.33333333
9664,21967,15.5,98.0,103.0,109.6666667,14.0,43.5,2.5,
9666,21968,15.0,101.25,107.0,112.0,14.0,28.5,2.5,53.0
9667,21969,22.5,90.0,94.5,107.0,15.0,52.0,6.0,61.0
9670,21970,13.5,101.5,105.75,112.5,15.0,50.0,3.0,41.0
9672,21971,16.5,78.5,83.0,90.5,8.0,48.0,2.0,47.0
9673,21972,13.0,89.66666667,93.66666667,99.66666667,14.0,42.0,7.0,44.33333333
9676,21973,11.66666667,78.66666667,84.33333333,89.0,13.0,38.33333333,2.0,63.66666667
9680,21974,8.333333333,49.0,55.66666667,59.33333333,14.0,51.5,5.5,36.33333333
9681,21975,12.25,84.5,89.25,92.25,15.0,29.5,5.0,68.0
9682,21976,13.25,63.25,69.25,74.75,16.0,43.0,2.666666667,50.0
9683,21977,11.25,62.75,68.5,71.75,13.0,40.0,4.0,45.75
9684,21978,17.33333333,76.0,81.5,89.5,18.0,41.5,2.5,55.0
9685,21979,18.25,76.75,82.0,89.75,16.0,32.0,0.0,59.0
9686,21980,16.0,73.75,78.5,88.0,20.0,28.5,0.5,61.75
9687,21981,14.25,74.0,79.25,83.33333333,16.0,37.0,0.0,59.33333333
9689,21982,12.0,65.5,74.33333333,83.0,17.0,52.0,0.0,53.66666667
9690,21983,9.333333333,70.66666667,75.0,81.66666667,18.5,49.5,1.0,58.0
9691,21984,10.25,60.5,65.75,72.75,16.0,38.0,0.0,50.0
9693,21985,9.5,64.0,70.0,75.0,16.0,40.0,1.666666667,58.0
9694,21986,14.25,62.75,69.75,74.25,20.5,42.0,0.5,41.25
9695,21987,13.66666667,74.0,79.25,84.5,15.0,53.5,2.0,46.66666667
9696,21988,13.25,68.25,72.5,76.75,13.0,32.0,0.0,53.75
9697,21989,12.66666667,52.66666667,55.66666667,63.0,12.0,36.0,2.0,47.33333333
9698,21990,11.33333333,62.0,68.25,74.5,14.33333333,44.33333333,4.333333333,50.0
9699,21991,8.333333333,54.33333333,58.0,63.66666667,17.0,41.33333333,1.333333333,48.66666667
9700,21992,7.75,69.75,74.5,81.0,20.0,29.0,2.0,45.75
9701,21993,13.33333333,70.33333333,75.0,82.0,14.0,31.5,1.0,48.0
9704,21994,7.666666667,58.66666667,63.33333333,70.33333333,15.66666667,36.33333333,3.666666667,55.0
9705,21995,9.5,57.75,61.5,67.0,10.33333333,43.33333333,8.666666667,51.0
9706,21996,13.33333333,68.25,76.0,78.66666667,18.5,44.0,0.0,49.75
9707,21997,14.25,59.75,64.0,72.75,12.0,38.33333333,1.666666667,58.0
9709,21998,11.75,63.0,69.0,73.5,12.5,23.5,2.5,56.25
9711,21999,11.75,71.5,75.75,82.5,19.0,40.0,0.0,46.0
9712,22000,12.0,68.75,73.5,78.0,12.5,45.0,0.0,51.0
9714,22001,10.0,60.5,67.5,82.33333333,13.0,45.5,1.0,52.75
9716,22002,10.0,122.6666667,116.0,122.0,18.0,50.0,5.0,
9717,22003,11.66666667,88.25,94.25,93.33333333,12.5,33.5,1.0,41.0
9720,22004,15.66666667,90.25,96.25,104.0,15.0,8.0,9.5,73.5
9721,22005,18.75,67.75,73.0,78.0,15.0,35.0,5.0,47.25
9723,22006,10.0,56.0,60.66666667,68.5,19.66666667,38.33333333,1.333333333,39.33333333
9725,22007,7.0,46.0,49.5,56.5,12.0,28.0,4.0,41.0
9726,22008,8.333333333,47.25,52.25,56.5,13.66666667,38.0,2.0,34.0
9727,22009,6.25,34.25,37.5,43.5,18.0,46.66666667,7.666666667,22.5
9728,22010,13.5,67.25,71.75,77.75,20.0,30.66666667,5.0,54.0
9729,22011,20.0,90.66666667,95.0,79.0,15.0,51.5,5.0,58.0
9730,22012,14.25,84.5,89.0,97.0,15.0,47.0,5.0,51.0
9731,22013,16.75,67.25,71.25,66.0,12.0,47.0,6.0,52.5
9735,22014,16.5,62.0,65.5,74.0,,51.0,5.0,49.5
9736,22015,8.333333333,70.0,74.75,81.0,17.0,28.0,0.0,51.66666667
9737,22016,9.0,54.66666667,59.0,63.66666667,,17.0,1.0,51.66666667
9738,22017,12.5,64.75,68.5,73.75,,46.0,4.0,52.0
9739,22018,5.333333333,60.75,64.25,68.5,,47.0,,45.75
9741,22019,11.5,63.0,67.25,71.5,12.0,47.5,0.0,54.25
9743,22020,13.0,64.66666667,70.0,75.0,13.0,64.0,3.0,54.75
9744,22021,10.33333333,51.33333333,56.0,63.33333333,14.0,55.33333333,0.0,40.33333333
9745,22022,5.25,65.5,70.75,76.0,13.5,46.5,5.5,39.25
9747,22023,13.0,80.5,87.66666667,94.66666667,17.0,41.33333333,0.333333333,70.0
9748,22024,12.0,74.25,79.25,86.25,14.33333333,42.0,2.0,50.33333333
9754,22025,,,,,19.0,34.0,5.0,
9757,22026,12.0,88.0,94.5,93.0,14.0,34.0,0.0,57.0
9758,22027,7.333333333,61.66666667,66.0,73.0,15.0,58.5,3.5,26.0
9759,22028,9.0,50.0,52.5,58.5,18.0,45.0,4.5,36.5
9761,22029,6.0,51.0,54.75,58.0,15.33333333,51.33333333,9.333333333,48.5
9762,22030,12.25,56.5,60.25,72.75,16.33333333,47.0,3.333333333,40.5
9764,22031,5.5,53.25,58.5,62.75,20.0,38.66666667,0.0,43.5
9766,22032,3.0,30.5,35.0,39.5,18.66666667,43.66666667,0.0,13.0
9768,22033,10.33333333,40.0,44.33333333,54.66666667,15.33333333,48.0,8.666666667,26.33333333
9769,22034,7.333333333,35.25,39.25,44.66666667,12.0,41.0,8.0,23.25
9770,22035,8.333333333,33.5,39.25,44.75,11.0,43.66666667,4.333333333,23.0
9771,22036,6.25,32.75,38.75,44.25,10.5,45.33333333,1.666666667,23.5
9772,22037,5.5,30.5,36.5,40.75,19.0,50.33333333,6.333333333,20.0
9774,22038,7.0,32.25,37.0,43.0,17.0,49.5,2.666666667,20.5
9775,22039,7.0,34.25,41.25,44.25,8.666666667,42.33333333,2.333333333,26.5
9776,22040,6.0,30.25,36.5,57.5,18.66666667,49.66666667,6.666666667,18.0
9777,22041,6.25,32.5,39.25,43.5,15.0,46.0,,19.25
9778,22042,6.0,40.0,45.5,49.25,11.5,36.5,2.0,37.0
9779,22043,7.0,34.66666667,39.0,44.66666667,17.33333333,48.0,6.0,26.66666667
9780,22044,7.25,34.25,39.75,45.75,20.66666667,48.0,7.333333333,23.5
9781,22045,4.666666667,32.66666667,38.33333333,41.66666667,20.0,40.5,6.0,22.33333333
9782,22046,4.75,33.75,40.0,44.5,9.5,45.0,4.666666667,21.5
9783,22047,10.0,56.66666667,59.66666667,66.33333333,18.5,45.5,5.5,46.33333333
9784,22048,7.0,32.25,39.0,43.5,17.66666667,42.66666667,6.333333333,23.5
9785,22049,8.0,34.5,39.75,45.25,18.0,41.5,4.5,27.5
9786,22050,5.25,29.5,35.5,40.25,15.66666667,46.0,4.666666667,17.25
9787,22051,6.666666667,39.33333333,44.33333333,49.33333333,15.66666667,52.33333333,5.333333333,26.0
9788,22052,7.0,29.0,34.33333333,38.33333333,19.0,58.0,5.0,19.66666667
9789,22053,6.25,30.75,37.75,42.25,16.0,44.5,8.5,21.25
9790,22054,6.0,32.0,38.0,41.75,15.0,45.5,8.5,18.75
9791,22055,8.333333333,30.0,35.0,38.33333333,20.33333333,49.33333333,6.666666667,15.66666667
9792,22056,6.0,31.25,38.0,42.75,17.0,49.0,6.666666667,19.5
9793,22057,8.666666667,30.66666667,36.33333333,63.33333333,16.0,42.5,7.0,15.66666667
9794,22058,6.5,33.75,39.75,44.5,17.33333333,51.66666667,5.0,20.5
9795,22059,5.0,29.25,34.5,38.25,8.0,52.0,5.5,14.75
9796,22060,6.0,36.5,43.5,46.0,18.0,50.33333333,8.666666667,25.5
9797,22061,4.75,35.0,41.5,46.5,17.66666667,34.66666667,6.0,24.5
9798,22062,5.0,32.33333333,38.33333333,44.66666667,11.33333333,39.66666667,6.0,20.33333333
9799,22063,7.5,40.25,45.0,50.5,14.66666667,36.66666667,5.666666667,28.0
9800,22064,4.75,32.25,39.75,42.5,15.0,41.0,5.0,20.5
9801,22065,3.666666667,25.66666667,32.0,36.33333333,14.0,45.66666667,5.666666667,13.0
9802,22066,6.0,31.0,38.0,42.75,20.33333333,42.0,5.0,20.5
9803,22067,5.0,29.75,37.0,41.25,9.0,56.0,5.0,19.5
9804,22068,7.0,33.75,39.25,45.75,21.66666667,47.66666667,8.0,24.5
9805,22069,9.5,41.25,45.5,53.0,19.0,48.33333333,7.666666667,23.25
9806,22070,4.5,48.5,38.0,43.0,21.0,43.66666667,10.0,16.5
9807,22071,6.0,32.75,39.0,43.0,15.5,45.33333333,4.333333333,21.25
9808,22072,12.5,41.5,46.0,53.0,18.0,38.66666667,6.666666667,32.75
9809,22073,7.666666667,40.75,47.25,51.25,16.5,51.0,7.0,32.0
9810,22074,8.75,29.5,34.25,42.25,17.0,48.0,1.0,18.0
9811,22075,6.0,32.5,39.5,45.0,13.0,31.33333333,3.5,24.25
9812,22076,8.0,35.75,40.75,45.75,15.0,53.33333333,6.666666667,23.0
9813,22077,7.0,34.25,39.5,45.5,17.33333333,41.33333333,7.333333333,22.75
9814,22078,4.333333333,34.33333333,41.66666667,48.33333333,14.33333333,39.66666667,6.0,19.33333333
9815,22079,10.0,37.25,41.5,48.0,19.33333333,44.33333333,6.333333333,30.0
9816,22080,3.5,27.75,36.0,39.0,9.666666667,34.66666667,2.333333333,15.25
9819,22081,15.0,70.0,74.75,98.5,12.0,36.5,3.0,56.5
9821,22082,14.75,61.5,67.5,72.25,18.0,44.66666667,5.333333333,56.25
9822,22083,7.333333333,52.33333333,56.33333333,62.33333333,14.33333333,46.0,5.0,41.66666667
9823,22084,6.5,33.75,38.75,42.0,13.0,8.0,0.0,19.75
9824,22085,,130.6666667,137.0,143.0,,32.0,5.0,
9827,22086,8.25,51.5,56.0,60.0,19.5,40.5,6.0,49.5
9828,22087,13.75,68.25,74.25,78.75,19.33333333,34.0,4.333333333,57.75
9830,22088,4.0,44.25,50.25,51.25,15.0,27.0,0.0,34.75
9831,22089,7.0,78.0,82.75,88.25,12.0,35.5,9.0,45.33333333
9832,22090,15.5,76.66666667,82.66666667,90.33333333,19.66666667,45.33333333,7.0,43.33333333
9833,22091,11.0,57.0,60.66666667,65.66666667,21.0,51.0,5.0,50.33333333
9835,22092,11.0,62.5,66.75,69.75,17.0,38.33333333,7.666666667,38.5
9836,22093,6.0,117.0,123.5,128.5,17.5,37.33333333,6.666666667,
9837,22094,6.5,52.5,56.5,64.25,17.5,43.0,1.0,49.5
9839,22095,13.0,105.5,106.0,115.0,18.66666667,45.0,8.333333333,
9840,22096,17.5,104.5,110.0,120.5,8.0,30.5,0.0,
9843,22097,10.66666667,49.66666667,52.0,58.66666667,18.0,49.0,3.0,45.66666667
9844,22098,9.25,71.5,76.25,84.25,15.0,8.5,2.666666667,48.66666667
9845,22099,6.666666667,53.66666667,58.0,65.0,21.0,47.5,2.0,34.0
9846,22100,13.0,105.5,110.5,119.6666667,11.0,40.5,4.0,
9849,22101,18.0,82.66666667,86.66666667,99.66666667,19.0,51.0,6.0,43.0
9850,22102,8.0,68.66666667,76.66666667,83.0,21.0,38.0,0.0,54.33333333
9854,22103,6.0,29.66666667,36.66666667,40.66666667,8.0,32.0,6.0,19.0
9855,22104,9.333333333,53.33333333,56.66666667,61.66666667,8.0,42.5,5.0,42.66666667
9856,22105,12.33333333,51.5,55.75,63.5,15.0,50.5,4.5,35.25
9857,22106,11.0,56.5,62.0,66.5,17.0,30.0,2.333333333,39.0
9858,22107,11.5,109.5,115.0,123.5,19.0,44.0,7.0,
9859,22108,11.0,71.0,75.0,83.0,18.0,37.0,8.0,31.0
9861,22109,9.666666667,108.75,114.25,114.5,,43.0,3.0,67.0
9862,22110,12.75,41.75,46.25,53.75,19.33333333,47.0,2.333333333,32.75
9864,22111,7.25,42.5,46.25,57.25,16.0,37.66666667,8.0,30.25
9866,22112,15.0,101.0,106.5,118.0,15.0,37.0,5.0,55.0
9867,22113,12.0,90.75,96.25,101.6666667,17.66666667,42.66666667,6.0,79.66666667
9870,22114,9.0,98.66666667,103.3333333,111.0,15.66666667,28.33333333,12.0,65.0
9871,22115,10.0,105.75,110.75,117.6666667,16.0,44.66666667,12.0,
9875,22116,6.25,32.5,38.0,44.75,11.0,29.0,4.5,18.75
9876,22117,12.5,60.0,63.5,74.75,21.0,51.66666667,7.0,55.75
9877,22118,,81.5,,,16.5,32.0,9.5,
9878,22119,8.0,106.3333333,112.0,116.0,17.66666667,42.66666667,0.0,
9881,22120,10.0,66.5,74.5,78.5,16.5,45.66666667,7.0,53.75
9882,22121,9.0,58.33333333,63.33333333,70.33333333,11.0,41.0,,44.0
9883,22122,5.0,31.25,38.25,41.75,14.0,43.5,3.0,17.5
9885,22123,15.0,106.5,87.33333333,119.0,19.66666667,46.0,5.0,
9887,22124,17.25,80.5,85.0,90.75,19.0,43.0,7.333333333,52.25
9888,22125,11.33333333,78.25,82.0,96.66666667,16.0,48.33333333,5.0,64.0
9894,22126,8.666666667,64.66666667,70.66666667,76.66666667,8.0,53.0,10.0,51.33333333
9895,22127,10.0,59.0,63.0,71.0,21.0,46.0,12.0,46.0
9897,22128,12.0,69.25,74.25,81.5,18.0,48.0,5.0,53.5
9898,22129,26.0,82.75,88.0,97.25,13.0,47.0,5.0,67.5
9899,22130,8.25,48.0,52.5,58.0,20.0,29.5,2.0,41.5
9900,22131,6.75,40.5,45.0,50.0,18.0,31.0,0.0,23.0
9901,22132,20.0,86.75,92.75,102.5,15.0,30.5,,73.0
9902,22133,12.5,101.6666667,107.0,110.3333333,13.0,44.5,3.666666667,71.0
9908,22134,8.0,36.5,41.5,46.5,19.0,30.0,4.0,26.25
9909,22135,12.75,42.5,46.75,57.0,11.5,38.0,3.0,32.5
9910,22136,6.0,32.5,38.5,43.5,19.0,50.0,6.666666667,19.75
9911,22137,3.75,34.5,40.75,44.5,16.0,48.33333333,6.666666667,25.25
9912,22138,4.0,29.0,35.5,39.0,19.0,53.66666667,5.333333333,16.5
9914,22139,9.0,46.75,50.0,55.25,15.66666667,47.66666667,5.0,42.25
9915,22140,12.5,64.75,69.75,75.5,11.5,39.66666667,4.0,61.5
9917,22141,7.75,42.5,47.25,54.25,15.0,43.0,5.5,29.25
9918,22142,14.0,67.25,73.25,90.0,17.5,43.5,0.0,59.5
9920,22143,4.666666667,33.0,40.66666667,48.66666667,18.5,46.66666667,5.333333333,23.33333333
9921,22144,6.25,36.75,42.25,48.25,11.0,39.5,3.0,19.0
9924,22145,8.75,45.0,51.5,57.0,12.33333333,37.0,5.333333333,27.75
9925,22146,10.0,70.66666667,75.0,79.0,13.33333333,43.33333333,5.333333333,61.66666667
9926,22147,4.75,40.5,46.5,44.33333333,16.0,40.33333333,2.333333333,28.5
9927,22148,9.666666667,63.25,68.0,73.25,12.5,51.0,3.5,50.5
9929,22149,10.33333333,70.75,75.25,88.0,8.0,45.0,1.0,59.25
9930,22150,8.333333333,56.33333333,61.0,68.66666667,17.33333333,50.0,6.333333333,45.75
9932,22151,6.25,70.25,74.5,76.0,19.0,18.0,1.0,55.0
9933,22152,4.0,38.66666667,41.66666667,49.0,17.5,8.0,2.0,15.66666667
9935,22153,15.75,61.25,65.5,73.75,18.66666667,44.33333333,5.333333333,50.25
9937,22154,9.75,37.0,41.5,47.75,15.66666667,40.33333333,7.333333333,31.75
9938,22155,7.0,63.0,68.0,74.0,16.0,48.33333333,1.0,30.0
9939,22156,12.0,51.5,54.75,60.75,16.5,50.0,3.666666667,47.75
9941,22157,6.0,32.25,36.25,42.5,20.33333333,45.33333333,5.666666667,22.25
9943,22158,11.25,51.25,56.5,61.5,19.5,50.5,3.0,37.25
9944,22159,5.0,59.0,63.66666667,68.0,17.0,48.33333333,6.333333333,42.33333333
9945,22160,13.0,95.25,99.5,110.0,12.0,35.66666667,2.666666667,31.0
9947,22161,14.0,104.75,112.0,125.0,15.0,39.5,2.5,
9948,22162,,,,,15.33333333,43.66666667,6.0,
9950,22163,14.75,67.25,72.75,86.25,19.0,45.5,3.5,51.0
9952,22164,5.666666667,98.0,102.25,104.3333333,19.66666667,45.0,4.333333333,23.5
9953,22165,10.0,80.0,85.25,93.25,16.5,44.33333333,2.333333333,35.5
9958,22166,9.0,68.75,73.5,76.5,13.0,32.0,0.5,48.5
9959,22167,12.25,65.75,70.75,78.75,11.0,38.66666667,3.0,36.5
9960,22168,10.66666667,56.66666667,61.33333333,66.66666667,11.0,55.0,9.0,40.66666667
9962,22169,14.0,62.5,66.5,71.75,13.5,38.0,2.0,62.25
9963,22170,8.0,60.0,63.66666667,66.66666667,8.0,44.0,6.5,55.0
9964,22171,12.25,52.75,56.75,64.5,15.0,50.5,2.5,40.5
9965,22172,11.0,45.0,49.0,56.0,,40.0,0.0,34.66666667
9966,22173,12.75,70.5,75.5,80.0,16.5,58.0,1.0,64.0
9968,22174,18.0,45.75,49.25,57.75,16.0,35.0,5.0,43.25
9969,22175,17.66666667,59.25,64.0,69.25,18.0,40.33333333,0.0,42.25
9970,22176,9.75,71.5,76.25,81.75,15.0,65.0,1.0,67.75
9971,22177,11.25,52.5,55.75,61.0,10.33333333,41.66666667,4.666666667,56.75
9972,22178,9.5,50.75,54.25,58.75,21.66666667,51.33333333,1.0,51.0
9973,22179,,98.0,104.0,110.0,15.5,40.66666667,6.0,
9974,22180,15.66666667,83.75,88.25,93.5,15.0,50.0,4.0,48.33333333
9975,22181,10.66666667,74.0,78.0,82.33333333,14.5,45.0,4.0,58.0
9976,22182,9.0,63.5,66.33333333,72.5,13.33333333,37.66666667,7.0,51.25
9978,22183,10.0,86.0,90.5,94.5,15.0,56.0,3.0,44.0
9979,22184,14.66666667,57.33333333,62.0,68.5,14.5,51.0,1.0,44.33333333
9983,22185,9.0,48.5,52.75,58.5,19.0,36.5,0.0,35.0
9984,22186,11.33333333,47.33333333,51.0,56.0,19.33333333,44.66666667,0.333333333,44.33333333
9985,22187,12.0,53.75,58.0,63.5,19.33333333,44.0,7.0,39.25
9986,22188,18.0,85.25,102.0,86.0,16.0,32.0,0.0,
9987,22189,14.66666667,60.5,67.25,82.25,17.5,39.0,3.333333333,60.75
9988,22190,11.0,103.0,107.75,112.3333333,13.5,48.33333333,3.333333333,82.0
9990,22191,10.0,66.0,71.0,75.0,14.0,31.0,0.0,47.0
9991,22192,18.25,77.25,82.0,92.75,20.66666667,42.66666667,2.5,47.0
9995,22193,5.5,30.5,38.5,41.75,,42.0,2.0,21.75
9998,22194,5.25,35.75,39.5,46.25,16.33333333,41.33333333,6.333333333,24.75
9999,22195,8.0,42.5,46.75,54.25,13.33333333,52.66666667,7.0,30.0
10001,22196,7.75,38.5,45.25,49.5,17.0,37.0,5.0,30.25
10002,22197,4.25,32.0,36.5,42.5,18.0,45.0,6.0,15.75
10004,22198,16.66666667,66.66666667,72.0,79.0,13.0,43.0,5.0,41.33333333
10005,22199,13.75,58.75,62.25,67.25,13.5,24.5,5.0,52.5
10006,22200,18.5,118.5,123.0,131.5,7.0,35.0,5.333333333,
10008,22201,4.5,61.33333333,65.33333333,73.0,,50.0,0.0,42.0
10009,22202,7.0,67.0,71.5,77.75,14.5,51.0,0.5,44.75
10010,22203,10.0,64.75,70.0,75.25,16.0,42.0,,50.25
10011,22204,7.0,54.5,59.25,65.25,14.0,33.0,0.5,34.0
10012,22205,10.5,96.0,101.3333333,105.6666667,,44.0,1.0,58.0
10013,22206,10.75,90.25,95.0,100.0,16.0,58.0,4.333333333,51.5
10014,22207,14.5,112.0,117.0,132.0,,45.0,1.0,
10015,22208,5.75,41.0,46.0,51.25,15.33333333,48.33333333,3.666666667,23.5
10018,22209,10.66666667,73.66666667,78.33333333,81.33333333,17.0,51.0,5.0,47.66666667
10020,22210,9.0,38.75,42.0,48.0,17.33333333,44.33333333,0.333333333,34.25
10022,22211,5.0,34.75,39.25,45.25,21.0,38.0,11.0,26.0
10023,22212,17.75,79.25,87.75,90.0,13.0,47.0,9.0,59.66666667
139,22213,6.5,43.0,49.75,52.75,,,,37.5
265,22214,7.75,35.25,39.0,47.25,,,,22.0
870,22215,8.5,54.0,59.25,62.25,,,,40.75
932,22216,12.75,60.0,64.0,68.75,,,,52.25
997,22217,19.5,73.0,77.0,87.5,,,,64.5
1062,22218,17.0,57.5,61.5,68.25,,,,48.25
