accession_id,obs_unit_id,CL,DTF1,DTF2,DTF3,Diameter,Length,RBN,RL
1063,22219,11.25,51.75,55.75,64.25,,,,38.5
1158,22220,17.0,70.5,76.25,88.0,,,,48.0
1257,22221,9.25,81.75,86.25,93.25,,,,50.33333333
1317,22222,12.0,88.0,92.33333333,102.0,,,,48.33333333
1872,22223,11.75,73.25,77.75,82.5,,,,55.5
2317,22224,9.0,41.75,47.0,53.5,,,,27.0
5151,22225,10.5,62.75,67.5,73.66666667,,,,54.75
5577,22226,6.25,40.75,46.75,51.0,,,,30.0
5768,22227,11.0,76.66666667,81.0,85.0,,,,42.66666667
5830,22228,10.33333333,65.33333333,70.0,75.33333333,,,,50.0
5837,22229,8.0,43.25,50.0,55.25,,,,33.75
5893,22230,10.5,55.5,59.75,64.25,,,,43.0
6009,22231,4.0,105.5,112.0,113.5,,,,69.0
6011,22232,10.5,102.0,106.5,112.5,,,,55.0
6012,22233,,113.6666667,120.5,125.0,,,,
6013,22234,5.0,85.0,90.0,93.0,,,,63.0
6016,22235,10.5,83.66666667,89.0,83.5,,,,62.0
6017,22236,11.0,96.0,101.0,104.0,,,,81.0
6019,22237,,95.0,102.3333333,,,,,
6020,22238,12.0,80.0,84.0,87.25,,,,60.0
6021,22239,16.0,72.25,77.0,87.0,,,,57.5
6023,22240,27.75,73.25,78.0,89.25,,,,60.25
6024,22241,25.0,98.5,103.75,116.0,,,,70.0
6025,22242,,137.0,143.0,,,,,
6030,22243,12.0,116.5,124.0,129.0,,,,
6034,22244,22.5,67.0,72.0,80.5,,,,51.0
6035,22245,11.5,61.0,66.25,73.75,,,,30.75
6041,22246,8.0,39.5,46.0,51.5,,,,25.5
6046,22247,26.0,116.0,121.3333333,117.0,,,,
6064,22248,9.0,124.6666667,130.0,129.5,,,,
6069,22249,,129.0,134.0,139.0,,,,
6070,22250,10.66666667,109.3333333,114.0,119.3333333,,,,
6071,22251,13.0,124.25,131.0,139.5,,,,
6073,22252,17.0,82.5,87.75,96.5,,,,48.0
6074,22253,7.25,81.25,89.33333333,85.75,,,,52.75
6076,22254,7.0,101.0,106.0,110.5,,,,61.0
6090,22255,17.5,94.5,100.0,105.0,,,,50.66666667
6092,22256,11.25,82.0,88.0,89.5,,,,54.66666667
6094,22257,18.0,99.0,104.75,92.66666667,,,,73.0
6097,22258,16.0,83.25,89.25,94.0,,,,46.25
6098,22259,15.25,93.5,102.75,105.0,,,,78.66666667
6099,22260,20.33333333,103.0,109.0,113.6666667,,,,53.0
6100,22261,22.0,86.66666667,92.0,108.3333333,,,,67.0
6102,22262,9.0,107.25,104.3333333,103.5,,,,
6106,22263,12.75,85.75,92.25,94.75,,,,72.0
6107,22264,11.75,97.5,102.0,105.25,,,,71.0
6108,22265,7.75,42.75,48.25,52.75,,,,43.25
6112,22266,13.5,65.5,69.75,76.75,,,,48.5
6118,22267,19.25,90.25,94.25,99.25,,,,74.25
6124,22268,22.5,90.66666667,95.0,106.0,,,,56.0
6125,22269,11.0,93.25,99.0,100.0,,,,65.0
6126,22270,17.33333333,77.66666667,82.33333333,89.0,,,,61.0
6128,22271,12.0,104.6666667,109.6666667,113.0,,,,71.0
6131,22272,,121.3333333,130.5,137.0,,,,
6132,22273,27.75,84.5,90.5,102.5,,,,73.0
6133,22274,22.25,81.75,87.25,91.75,,,,59.0
6134,22275,16.0,87.33333333,94.33333333,100.3333333,,,,62.5
6136,22276,17.0,74.75,79.25,84.5,,,,71.0
6137,22277,15.25,75.25,81.75,87.75,,,,73.5
6138,22278,19.75,77.25,82.0,90.75,,,,55.75
6145,22279,15.5,108.0,113.0,111.5,,,,78.0
6148,22280,15.66666667,93.0,98.0,105.6666667,,,,43.0
6149,22281,11.0,92.25,97.25,99.0,,,,62.0
6150,22282,21.66666667,87.66666667,92.33333333,101.6666667,,,,71.66666667
6153,22283,15.0,121.5,127.0,116.0,,,,
6169,22284,6.0,105.0,110.0,113.5,,,,
6173,22285,7.333333333,100.25,105.0,101.0,,,,38.0
6174,22286,9.0,115.5,122.5,128.0,,,,
6177,22287,22.75,81.5,86.5,105.5,,,,61.75
6180,22288,4.25,30.5,36.5,41.25,,,,14.75
6195,22289,9.25,46.75,52.25,59.0,,,,31.75
6202,22290,24.0,108.25,114.0,128.0,,,,
6203,22291,11.5,106.25,111.5,119.6666667,,,,65.0
6210,22292,11.5,112.0,117.5,125.0,,,,
6217,22293,10.0,112.0,117.0,127.0,,,,
6218,22294,,128.5,134.0,137.0,,,,
6220,22295,9.333333333,109.0,112.3333333,117.3333333,,,,
6221,22296,6.0,120.0,126.5,110.0,,,,63.0
6237,22297,17.5,95.66666667,101.0,109.0,,,,65.0
6238,22298,13.5,101.3333333,107.3333333,124.0,,,,60.0
6240,22299,10.0,113.0,118.0,125.6666667,,,,45.0
6241,22300,12.66666667,111.6666667,116.6666667,117.5,,,,
6242,22301,12.75,76.75,80.75,86.5,,,,45.33333333
6255,22302,,139.0,143.0,,,,,
6258,22303,16.5,110.6666667,116.6666667,126.6666667,,,,
6268,22304,20.0,107.0,97.66666667,128.6666667,,,,
6276,22305,,121.6666667,130.0,143.0,,,,
6284,22306,,123.3333333,129.3333333,131.5,,,,
6413,22307,27.25,72.75,78.75,95.0,,,,58.75
6901,22308,10.5,109.0,112.3333333,117.0,,,,74.0
6918,22309,,134.0,139.0,,,,,
6968,22310,10.66666667,82.66666667,87.0,91.33333333,,,,48.0
6973,22311,6.0,35.0,39.5,46.25,12.0,,3.0,17.5
6979,22312,5.0,24.75,29.5,36.0,,,,12.5
7103,22313,3.75,26.25,32.25,36.75,,,,14.0
7255,22314,5.333333333,39.33333333,44.66666667,47.33333333,,,,17.66666667
7332,22315,6.5,32.75,39.5,43.5,,,,22.25
7384,22316,12.5,57.25,62.25,65.75,,,,51.25
7430,22317,9.0,31.25,38.0,42.25,,,,21.0
7517,22318,20.0,104.5,110.75,113.75,,,,80.0
8230,22319,14.0,108.0,113.0,103.0,,,,
8231,22320,10.5,96.25,102.3333333,108.6666667,,,,61.5
8234,22321,12.66666667,85.5,90.25,92.75,,,,47.66666667
8237,22322,15.33333333,88.75,79.25,98.75,,,,76.33333333
8240,22323,20.66666667,68.66666667,73.66666667,83.0,,,,71.66666667
8249,22324,13.33333333,77.5,82.25,88.0,,,,62.66666667
8256,22325,7.75,34.75,40.5,45.25,,,,27.0
8264,22326,11.0,52.0,56.0,63.5,,,,30.5
8369,22327,35.0,72.25,77.5,94.66666667,,,,47.25
8376,22328,14.33333333,91.0,95.5,104.0,,,,64.33333333
9069,22329,14.25,79.25,83.0,90.75,,,,45.0
9079,22330,10.0,94.5,99.0,102.0,,,,47.5
9081,22331,10.5,91.33333333,95.66666667,99.66666667,,,,63.66666667
9084,22332,14.0,103.75,108.75,114.25,,,,73.0
9085,22333,16.0,90.25,95.5,101.0,,,,70.0
9089,22334,13.0,111.0,117.0,125.5,,,,
9091,22335,14.0,86.0,90.25,97.5,,,,44.5
9099,22336,11.0,106.6666667,108.0,112.6666667,,,,
9100,22337,11.0,58.5,65.75,74.0,,,,34.0
9103,22338,15.0,72.75,78.25,82.75,,,,62.75
9121,22339,13.75,89.0,94.0,102.0,,,,66.0
9125,22340,7.25,59.0,62.5,69.25,,,,31.0
9130,22341,8.5,51.0,54.75,63.25,,,,35.5
9323,22342,9.25,72.5,77.5,80.75,,,,50.25
9352,22343,20.0,119.25,122.6666667,134.3333333,,,,
9353,22344,22.0,111.5,112.0,134.0,,,,
9369,22345,21.0,57.25,61.25,71.25,,,,59.25
9371,22346,,133.0,140.0,145.0,,,,
9380,22347,20.0,84.75,90.25,98.25,,,,64.5
9388,22348,,124.0,128.0,137.0,,,,
9390,22349,7.5,45.25,49.75,55.0,,,,36.5
9399,22350,15.25,82.75,88.25,91.0,,,,74.0
9402,22351,8.25,68.5,74.75,78.75,,,,61.5
9404,22352,16.75,69.0,73.75,78.75,,,,51.25
9407,22353,13.5,66.5,71.5,75.0,,,,46.5
9408,22354,11.5,108.75,113.75,124.0,,,,54.0
9412,22355,7.666666667,53.33333333,57.66666667,64.0,,,,40.33333333
9427,22356,12.0,108.5,114.0,119.5,,,,
9433,22357,,125.0,131.0,137.0,,,,
9451,22358,15.66666667,103.75,110.75,113.6666667,,,,74.0
9453,22359,10.0,117.5,123.5,129.5,,,,
9454,22360,,130.0,135.5,138.0,,,,
9455,22361,9.0,94.0,99.5,102.75,,,,64.5
9470,22362,17.0,72.25,76.75,90.5,,,,65.66666667
9481,22363,14.0,109.0,113.6666667,121.0,,,,
9510,22364,9.0,44.75,48.75,55.75,,,,34.75
9513,22365,6.0,55.66666667,60.0,63.33333333,,,,35.33333333
9520,22366,11.0,108.5,114.75,120.5,17.5,,7.5,65.0
9522,22367,9.333333333,51.66666667,55.66666667,60.33333333,20.0,,7.0,31.0
9525,22368,10.5,67.25,71.75,81.25,,,,52.25
9532,22369,6.666666667,95.5,102.6666667,108.6666667,,,,51.0
9533,22370,8.0,71.25,74.66666667,79.0,,,,36.0
9534,22371,13.66666667,51.0,54.33333333,65.66666667,,,,38.33333333
9537,22372,11.33333333,40.0,44.25,56.0,,,,29.75
9540,22373,13.0,78.0,81.75,88.25,,,,50.75
9541,22374,9.0,53.0,57.0,61.5,,,,38.0
9544,22375,9.75,44.75,48.5,53.5,,,,32.0
9547,22376,12.0,59.75,64.5,70.0,,,,37.5
9550,22377,,107.5,116.5,132.0,,,,
9551,22378,18.0,107.0,112.0,123.0,,,,
9552,22379,,134.0,137.0,,,,,
9553,22380,11.0,109.5,121.5,106.0,,,,
9554,22381,10.0,88.25,92.75,104.25,,,,53.33333333
9559,22382,11.0,53.25,57.5,66.5,,,,35.33333333
9565,22383,11.33333333,61.5,66.75,72.33333333,,,,50.5
9568,22384,18.66666667,87.0,92.0,109.5,,,,55.66666667
9569,22385,11.5,87.0,92.25,96.5,,,,65.5
9571,22386,3.5,25.25,30.75,35.25,,,,12.25
9577,22387,14.0,90.33333333,115.0,123.5,,,,
9578,22388,15.75,46.25,54.0,59.25,,,,43.75
9579,22389,12.5,67.5,72.0,79.25,,,,54.0
9583,22390,10.75,82.25,87.25,89.5,,,,58.75
9584,22391,14.0,76.0,81.0,85.5,,,,61.75
9587,22392,9.5,94.25,93.66666667,101.75,,,,72.0
9588,22393,8.0,66.25,72.66666667,79.33333333,,,,48.5
9589,22394,10.33333333,70.25,72.0,77.33333333,,,,59.0
9592,22395,7.333333333,98.0,104.0,100.0,,,,69.0
9594,22396,11.0,105.25,103.6666667,110.6666667,,,,80.0
9595,22397,16.5,56.0,59.25,66.75,,,,41.5
9596,22398,9.25,51.0,54.5,61.0,,,,39.0
9601,22399,13.0,78.75,83.75,77.0,,,,65.0
9607,22400,10.5,99.0,104.3333333,107.6666667,,,,45.0
9612,22401,9.75,60.0,64.75,71.5,,,,35.0
9626,22402,7.5,59.0,63.25,70.25,,,,38.25
9627,22403,9.75,76.0,80.5,88.25,,,,45.0
9629,22404,6.75,64.5,69.25,74.66666667,,,,32.0
9633,22405,7.666666667,74.0,69.0,77.0,,,,36.33333333
9634,22406,9.5,84.5,89.5,98.0,,,,34.66666667
9635,22407,6.0,74.66666667,81.33333333,84.66666667,,,,53.33333333
9638,22408,11.0,71.0,75.0,87.66666667,,,,35.0
9643,22409,7.25,64.75,69.25,79.0,,,,38.25
9658,22410,10.75,56.5,60.75,66.5,,,,35.5
9665,22411,11.66666667,76.33333333,80.33333333,86.66666667,,,,40.0
9668,22412,10.0,69.5,74.25,79.5,,,,43.75
9669,22413,15.5,70.66666667,76.0,86.0,,,,51.5
9671,22414,13.33333333,81.33333333,86.0,95.0,10.0,,,44.0
9677,22415,10.5,100.0,105.6666667,110.5,,,,78.0
9678,22416,9.0,77.5,78.66666667,87.0,,,,46.5
9679,22417,11.75,69.25,74.5,79.75,,,,49.25
9692,22418,13.0,59.0,65.5,70.75,,,,56.0
9703,22419,17.0,56.5,59.75,69.75,,,,54.75
9708,22420,4.0,77.5,82.5,85.0,,,,34.0
9710,22421,12.75,76.75,81.0,83.25,,,,54.25
9713,22422,10.5,59.75,63.75,68.33333333,,,,50.5
9718,22423,12.0,62.66666667,68.33333333,79.0,,,,38.66666667
9719,22424,10.0,47.75,52.25,57.75,,,,41.0
9722,22425,13.0,84.66666667,90.66666667,108.0,,,,
9732,22426,14.75,77.75,83.0,88.25,,,,61.25
9733,22427,23.25,71.5,76.0,83.75,,,,48.5
9749,22428,11.0,54.0,58.25,63.75,,,,59.75
9755,22429,11.5,69.75,74.5,82.0,,,,58.25
9756,22430,11.66666667,63.0,68.66666667,73.0,,,,41.66666667
9817,22431,10.5,54.0,57.5,63.75,,,,33.25
9820,22432,6.75,47.5,53.25,55.75,,,,35.0
9825,22433,9.5,50.0,54.5,63.5,,,,41.5
9826,22434,12.5,63.0,67.5,73.0,,,,58.5
9834,22435,9.0,53.5,58.5,63.75,,,,50.0
9838,22436,9.0,54.66666667,58.66666667,67.0,,,,31.66666667
9841,22437,9.0,57.33333333,61.0,68.0,,,,45.33333333
9847,22438,6.0,35.25,39.25,45.0,,,,21.75
9848,22439,13.0,86.5,81.66666667,98.0,,,,51.66666667
9851,22440,,95.75,120.5,144.0,,,,
9852,22441,9.25,51.5,55.5,67.33333333,,,,33.0
9853,22442,5.0,25.33333333,29.0,35.5,,,,12.33333333
9860,22443,10.33333333,54.66666667,58.0,64.33333333,,,,50.33333333
9868,22444,11.0,54.66666667,58.33333333,68.66666667,,,,51.66666667
9869,22445,15.25,61.75,65.5,80.75,,,,36.25
9873,22446,9.333333333,44.66666667,49.0,55.66666667,,,,28.66666667
9874,22447,5.5,45.25,49.25,56.25,,,,34.0
9879,22448,6.5,48.25,51.5,59.5,,,,34.25
9880,22449,14.5,74.25,79.0,87.5,,,,56.0
9886,22450,7.75,46.5,51.25,57.0,,,,42.75
9890,22451,12.0,82.33333333,86.33333333,94.33333333,,,,55.66666667
9891,22452,5.0,77.0,83.5,,,,,75.0
9892,22453,9.0,75.25,79.5,84.5,,,,40.75
9903,22454,18.33333333,96.25,101.25,108.75,,,,66.33333333
9904,22455,11.0,102.5,108.0,114.6666667,,,,99.0
9905,22456,10.66666667,76.0,80.33333333,95.0,,,,47.33333333
9906,22457,11.0,68.0,73.33333333,80.0,,,,52.0
9928,22458,9.75,67.0,71.0,77.0,,,,56.25
9942,22459,14.33333333,99.0,103.6666667,110.6666667,,,,79.0
9946,22460,12.0,43.5,47.0,54.5,,,,30.25
9949,22461,10.0,49.5,55.5,61.5,,,,41.5
9951,22462,8.0,95.33333333,100.0,109.6666667,,,,28.0
9955,22463,7.75,63.75,69.25,73.0,,,,50.75
9956,22464,10.5,51.75,55.25,61.0,,,,33.5
9957,22465,14.0,75.5,80.5,85.0,,,,51.0
9980,22466,11.75,51.25,55.5,60.5,,,,43.0
9981,22467,12.75,44.25,47.0,55.5,,,,32.5
9982,22468,14.0,69.75,74.75,79.25,,,,44.25
9993,22469,15.0,104.3333333,109.0,119.6666667,,,,46.0
9996,22470,5.0,28.75,34.0,38.25,,,,15.5
9997,22471,11.0,40.75,44.75,51.5,,,,29.0
10017,22472,13.25,66.5,71.5,76.5,,,,49.25
6209,22473,,100.0,,107.0,,,,70.0
9514,22474,8.5,75.33333333,,83.33333333,,,,44.0
5867,22475,,89.0,,,,,,
8227,22476,,99.0,,,,,,
